roc_auc,precision,recall,f1,threshold,model
0.7257322649662289,0.19968919968919968,0.42479338842975206,0.27167019027484146,0.6300000000000001,logistic_regression
0.7150269389124949,0.22028688524590165,0.35537190082644626,0.2719797596457938,0.4700000000000001,xgboost
0.6900959492745371,0.22639068564036222,0.2892561983471074,0.2539912917271408,0.5600000000000002,random_forest
